NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,smiles_std,scaffold,split,smiles_for_qm,xtb_gap_eV,xtb_Etot_Ha
0,0,0,0,0,0,0,0,0,0,0,0,TOX28764,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,O=C(OCCN1CCOCC1)c1ccccc1,train,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,2.271302503,-96.32359882
0,0,0,0,,,0,0,0,0,,1,TOX28765,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,O=C1Nc2ccccc2OC1(c1ccccc1)c1ccccc1,test,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,3.118567503,-88.4045284
0,0,0,0,0,0,,0,0,0,0,0,TOX28760,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,c1ccc2ccccc2c1,train,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,1.512835572,-73.9509038
0,0,0,0,0,0,0,0,0,,,0,TOX28761,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,c1ccc(N(Cc2cccs2)C2CCNCC2)cc1,train,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,2.826676182,-56.68256601
0,0,0,0,0,0,0,0,0,0,0,0,TOX28762,O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,Oc1c2c(c(O)n1CCCCN1CCN(c3ncccn3)CC1)[C@H]1CC[C@@H]2C1,c1cnc(N2CCN(CCCCn3cc4c(c3)C3CCC4C3)CC2)nc1,train,Oc1c2c(c(O)n1CCCCN1CCN(c3ncccn3)CC1)[C@H]1CC[C@@H]2C1,1.497208027,-82.4883102
0,0,0,0,0,0,0,0,0,0,0,0,TOX28763,CC(COc1ccccc1)NN,CC(COc1ccccc1)NN,c1ccccc1,train,CC(COc1ccccc1)NN,2.798560382,-36.24908347
0,,1,,1,1,,,0,,,0,TOX28768,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,O=C(CCCNC(=O)c1ccccc1)OCCCN1CCN(CCOC(=O)Cc2cn(C(=O)c3ccccc3)c3ccccc23)CC1,train,CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,0.608576527,-179.793139
0,0,0,1,0,0,0,,0,0,0,,TOX28769,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,c1ccccc1,train,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,2.27145304,-54.29583393
0,0,0,0,0,0,0,0,0,0,0,0,TOX9247,CC(C)(O)c1ccc(C(C)(C)O)cc1,CC(C)(O)c1ccc(C(C)(C)O)cc1,c1ccccc1,train,CC(C)(O)c1ccc(C(C)(C)O)cc1,4.37946754,-42.99752181
0,0,1,,,0,,1,0,0,1,1,TOX6214,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,O=C(Nc1ccccc1)Nc1ccccc1,train,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,3.366223787,-56.00129865
0,0,0,0,0,0,0,0,0,0,0,0,TOX9244,C1C[C@H]2[C@@H]3CC[C@H](C3)[C@H]2C1,C1C[C@@H]2[C@@H]3CC[C@H](C3)[C@@H]2C1,C1CC2C3CCC(C3)C2C1,test,C1C[C@@H]2[C@@H]3CC[C@H](C3)[C@@H]2C1,,
0,,0,,,,,,0,,1,,TOX9241,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,c1ccc(Cc2cccc(Cc3ccccc3)c2)cc1,train,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,3.970240199,-68.6935155
0,0,0,0,0,0,0,0,0,0,0,0,TOX9240,C=C[Si](OC)(OC)OC,C=C[Si](OC)(OC)OC,,valid,C=C[Si](OC)(OC)OC,4.385100416,-30.79135883
0,0,1,0,1,1,0,,0,0,,0,TOX6219,CCCCCCCCCCCCCCCCCC(=O)[O-].OCC[NH+](CCO)CCO,CCCCCCCCCCCCCCCCCC(=O)[O-],,valid,CCCCCCCCCCCCCCCCCC(=O)[O-],4.516071703,-64.45399767
,0,0,0,0,0,0,0,0,0,,0,TOX9249,CN(C)CCN(C)CCN(C)C,CN(C)CCN(C)CCN(C)C,,valid,CN(C)CCN(C)CCN(C)C,8.801188664,-39.74539081
0,0,,0,,1,0,1,0,0,1,0,TOX5005,Oc1ccc(Cl)c(Cl)c1,Oc1ccc(Cl)c(Cl)c1,c1ccccc1,train,Oc1ccc(Cl)c(Cl)c1,3.724244895,-28.04475223
,0,0,,0,0,0,0,0,0,0,0,TOX5004,Oc1c(Cl)cccc1Cl,Oc1c(Cl)cccc1Cl,c1ccccc1,train,Oc1c(Cl)cccc1Cl,3.825787231,-28.04226128
0,0,0,0,0,0,0,,0,0,0,0,TOX2051,Cc1ccccc1C=O,Cc1ccccc1C=O,c1ccccc1,train,Cc1ccccc1C=O,2.726653978,-25.23415516
0,0,0,,0,0,0,,0,0,1,,TOX5006,Oc1cc(Cl)cc(Cl)c1,Oc1cc(Cl)cc(Cl)c1,c1ccccc1,train,Oc1cc(Cl)cc(Cl)c1,4.049354754,-28.04666773
0,0,0,0,0,0,0,0,0,0,1,0,TOX5001,Oc1cccc(Cl)c1Cl,Oc1cccc(Cl)c1Cl,c1ccccc1,train,Oc1cccc(Cl)c1Cl,3.935018344,-28.04404556
0,0,0,0,0,0,0,0,0,0,0,0,TOX2056,Clc1cccc(Cl)c1,Clc1cccc(Cl)c1,c1ccccc1,train,Clc1cccc(Cl)c1,4.076090176,-23.98042299
0,0,0,0,0,0,0,0,0,0,1,0,TOX5003,Oc1cc(Cl)ccc1Cl,Oc1cc(Cl)ccc1Cl,c1ccccc1,train,Oc1cc(Cl)ccc1Cl,3.816198822,-28.04612257
0,0,0,0,0,0,0,0,0,0,0,0,TOX2058,CCCCSCCCC,CCCCSCCCC,,valid,CCCCSCCCC,4.136998973,-29.55372067
0,0,0,0,0,0,0,0,0,0,1,0,TOX4157,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],c1ccccc1,train,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],0.284678847,-68.64377855
0,0,0,,0,0,,,0,,,,TOX25110,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,c1ccc2c(c1)Nc1ccccc1S2,valid,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,2.755891432,-65.18531964
0,0,,0,0,0,0,,0,,0,0,TOX25112,c1cc2c(c(NC3=NCCN3)c1)CCCC2,c1cc2c(c(NC3=NCCN3)c1)CCCC2,c1cc2c(c(NC3=NCCN3)c1)CCCC2,train,c1cc2c(c(NC3=NCCN3)c1)CCCC2,3.524061866,-45.28730073
0,0,0,0,0,0,0,,0,,0,0,TOX25114,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,O=S1(=O)NC(Cc2ccccc2)Nc2ccccc21,train,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,2.963511476,-73.12866239
0,0,0,0,0,0,0,0,0,0,0,0,TOX4152,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,O=C1CN=C(c2ccc3ccccc3n2)N1,test,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,1.843316902,-66.05387317
0,0,0,0,,0,0,0,,0,0,0,TOX25116,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,train,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,2.923992504,-86.75728452
0,0,1,,1,0,0,1,1,0,0,0,TOX25117,Clc1ccccc1-c1nc(-c2ccncc2)no1,Clc1ccccc1-c1nc(-c2ccncc2)no1,c1ccc(-c2nc(-c3ccncc3)no2)cc1,train,Clc1ccccc1-c1nc(-c2ccncc2)no1,1.967189547,-49.25385381
0,0,0,0,,0,1,,0,0,0,0,TOX25118,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,c1ccc(-c2ncoc2-c2ccccc2)cc1,train,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,3.088915219,-61.30413655
0,0,0,1,0,,0,,0,0,0,1,TOX25119,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,O=C1CC2CCCN3CCc4c(n1c1ccccc41)C23,train,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,2.239128117,-61.8573572
0,,0,,,0,,1,0,,,0,TOX14402,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,c1ccccc1,train,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,3.859241949,-65.2695194
0,,0,,,0,,0,0,,,,TOX14401,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,N=C1NC(=O)N(c2ccccc2)CS1,train,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,2.748462321,-62.09199037
0,0,1,0,0,0,0,0,0,0,0,0,TOX738,O=C(O)Cc1c[nH]c2ccccc12,O=C(O)Cc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1,train,O=C(O)Cc1c[nH]c2ccccc12,2.962658427,-37.05096318
0,0,0,0,0,0,0,0,0,0,0,0,TOX18756,O=Cc1ccc(F)cc1,O=Cc1ccc(F)cc1,c1ccccc1,train,O=Cc1ccc(F)cc1,2.733400215,-26.29401281
0,0,0,0,1,0,0,0,0,0,1,0,TOX732,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,c1ccccc1,train,CC(C)Cc1ccc(C(C)C(=O)O)cc1,3.611445198,-45.15004283
0,0,0,,0,,,1,0,1,0,1,TOX730,Oc1cccc2cccnc12,Oc1cccc2cccnc12,c1ccc2ncccc2c1,train,Oc1cccc2cccnc12,2.126675712,-29.80093124
0,0,1,0,0,0,0,0,0,0,0,0,TOX737,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,c1ccc2[nH]ccc2c1,train,c1ccc2[nH]ccc2c1,3.447668841,-23.60702598
0,0,1,,0,0,0,,0,0,1,0,TOX12464,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,c1ccccc1,train,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,3.352415978,-57.9173535
0,0,,,,0,,,0,0,,0,TOX22584,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,O=C(NCC1CNC2Cc3c[nH]c4cccc(c34)C2C1)OCc1ccccc1,train,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,2.913516502,-85.24859962
0,0,0,0,0,0,,0,0,0,0,0,TOX22583,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,O=C(NCC1CCCN1)c1ccccc1,train,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,1.867558884,-72.09210217
0,0,0,0,0,0,0,0,0,0,0,0,TOX597,OCCO,OCCO,,valid,OCCO,11.389957376074,-15.44700162
0,0,0,0,0,0,0,0,0,0,0,0,TOX596,CCc1ccccc1,CCc1ccccc1,c1ccccc1,train,CCc1ccccc1,4.580928022,-22.21196601
0,0,0,0,0,0,0,0,0,,0,0,TOX7167,CC(C)(CCl)c1ccccc1,CC(C)(CCl)c1ccccc1,c1ccccc1,train,CC(C)(CCl)c1ccccc1,4.548270168,-32.58028136
0,0,0,0,0,0,0,0,0,0,0,0,TOX593,CCN(N=O)C(N)=O,CCN(N=O)C(N)=O,,valid,CCN(N=O)C(N)=O,1.662288226,-26.7916293
0,0,0,,0,0,0,,0,0,0,0,TOX591,CCOC(=O)C1OC1(C)c1ccccc1,CCOC(=O)C1OC1(C)c1ccccc1,c1ccc(C2CO2)cc1,train,CCOC(=O)C1OC1(C)c1ccccc1,3.831628007,-44.99031888
0,0,0,0,0,0,0,0,0,0,0,0,TOX7169,O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,O=C(O)C(O)C(O)C(O)C(O)CO,,valid,O=C(O)C(O)C(O)C(O)C(O)CO,3.720241556,-47.3732652
0,0,0,0,0,0,0,0,0,0,,0,TOX598,O=S1(=O)OCCO1,O=S1(=O)OCCO1,O=S1(=O)OCCO1,train,O=S1(=O)OCCO1,5.569192365,-25.83446322
0,0,1,1,,,0,0,0,0,0,0,TOX3897,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,c1ccc(OCn2cncn2)cc1,train,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.756923113,-59.56093513
0,0,0,0,0,0,,1,0,0,1,0,TOX3892,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,O=C1OC2CC(CC=CC(OC3CCC(OC4CCCCO4)CO3)CC=CC=C3COC4CC=CC1C34)OC1(C=CCCO1)C2,train,CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=CC(C(=O)O1)[C@]34O)O2,2.594207029,-196.3263653
0,0,0,0,0,0,0,0,0,0,0,0,TOX841,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC,O=C1CC(c2ccccc2)Oc2cc(OC3CCCC(COC4CCCCO4)O3)ccc21,train,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC,2.416438295,-141.4132591
1,0,0,0,0,0,0,0,0,1,,0,TOX843,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,,valid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,3.397459161,-66.11035146
0,0,0,0,0,0,0,0,0,0,0,0,TOX22097,CC1OC1C1CCC2(C)OC2C1,CC1OC1C1CCC2(C)OC2C1,C1CC2OC2CC1C1CO1,train,CC1OC1C1CCC2(C)OC2C1,8.358162491,-37.67228303
0,0,0,0,0,0,0,0,0,0,0,0,TOX845,COS(C)(=O)=O,COS(C)(=O)=O,,valid,COS(C)(=O)=O,5.955121311,-22.75875735
0,0,0,0,0,0,0,0,0,0,0,0,TOX844,C=C(C)C(=O)OC,C=C(C)C(=O)OC,,valid,C=C(C)C(=O)OC,3.513346679,-22.88087219
0,,1,,1,0,,1,0,0,1,,TOX847,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,O=C1c2ccccc2C(=O)c2ccccc21,train,Cc1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,1.754292316,-55.74520825
0,0,,,0,0,,0,0,0,0,1,TOX846,CN(N=O)C(=N)N[N+](=O)[O-],CN(N=O)C(=N)N[N+](=O)[O-],,valid,CN(N=O)C(=N)N[N+](=O)[O-],1.611909059,-33.38206628
0,0,0,0,0,0,0,0,0,0,0,0,TOX1839,NCc1ccccc1,NCc1ccccc1,c1ccccc1,train,NCc1ccccc1,3.838645428,-22.46465096
0,1,0,0,0,0,0,0,0,0,1,0,TOX1834,O=[N+]([O-])c1ccc(O)cc1,O=[N+]([O-])c1ccc(O)cc1,c1ccccc1,train,O=[N+]([O-])c1ccc(O)cc1,2.359882194,-30.38205602
0,0,0,0,1,0,0,1,0,0,,0,TOX1835,CN(C)c1ccc(C=O)cc1,CN(C)c1ccc(C=O)cc1,c1ccccc1,train,CN(C)c1ccc(C=O)cc1,2.227769773,-31.82873938
0,0,0,0,0,0,0,0,0,0,0,0,TOX1837,CCN(CC)CCO,CCN(CC)CCO,,valid,CCN(CC)CCO,8.977218138,-27.46650311
0,0,0,0,0,0,0,0,0,0,0,0,TOX1831,Cc1cccc([N+](=O)[O-])c1,Cc1cccc([N+](=O)[O-])c1,c1ccccc1,train,Cc1cccc([N+](=O)[O-])c1,2.334010144,-29.48304962
0,0,1,,1,0,0,0,0,0,0,0,TOX1832,Cc1ccc(N(C)C)cc1,Cc1ccc(N(C)C)cc1,c1ccccc1,train,Cc1ccc(N(C)C)cc1,3.334221477,-28.80511556
0,0,0,0,0,0,0,0,0,0,0,0,TOX9668,O=[N+]([O-])[O-].[NH4+],[NH4+],,valid,[NH4+],5.100183458,-4.667726155
0,0,0,,0,0,,,0,,,0,TOX23988,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,CC1=NC(C)=C(P2(=O)OCC(C)(C)CO2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OCCN(Cc1ccccc1)c1ccccc1,O=C(OCCN(Cc1ccccc1)c1ccccc1)C1C=NC=C(P2(=O)OCCCO2)C1c1ccccc1,train,CC1=NC(C)=C(P2(=O)OCC(C)(C)CO2)C(c2cccc([N+](=O)[O-])c2)C1C(=O)OCCN(Cc1ccccc1)c1ccccc1,0.228541965,-131.8967474
,,0,,,0,0,0,0,0,0,0,TOX6145,c1ccsc1,c1ccsc1,c1ccsc1,train,c1ccsc1,3.989256606,-13.81178747
1,1,0,0,1,1,0,1,1,0,0,0,TOX3094,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,C#C[C@]1(O)CC[C@H]2C3=C(C=C[C@@]21CC)C1=C(CC3)CC(=O)CC1,O=C1CCC2=C(CCC3=C2C=CC2CCCC32)C1,train,C#C[C@]1(O)CC[C@H]2C3=C(C=C[C@@]21CC)C1=C(CC3)CC(=O)CC1,2.668238885,-65.25149125
0,0,,0,0,0,0,0,0,0,0,0,TOX3095,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,O=C(NN1CC2CCCC2C1)NS(=O)(=O)c1ccccc1,train,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,3.065329377,-67.01746781
0,0,0,0,0,0,0,1,0,0,,0,TOX3096,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCN2C(=O)Cc3ccccc3C2=O)cc1,train,COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,2.597021414,-111.0877814
0,0,,0,0,0,0,,0,,0,0,TOX3097,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,O=C(NN1CCCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2ccon2)cc1,train,Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,2.398025917,-94.69841036
0,0,0,0,0,0,0,0,0,0,0,0,TOX24475,CC(C)[C@H]1CC[C@@H](C)CC1=O,CC(C)C1CC[C@@H](C)CC1=O,O=C1CCCCC1,train,CC(C)C1CC[C@@H](C)CC1=O,3.639533192,-34.66773005
0,0,0,0,0,0,0,0,0,0,0,0,TOX6141,O=C(O)CS,O=C(O)CS,,valid,O=C(O)CS,2.9019899,-17.67832042
0,0,0,0,0,,0,0,0,0,0,,TOX7570,COC1CCC=CO1,COC1CCC=CO1,C1=COCCC1,train,COC1CCC=CO1,4.908623673,-26.05394808
0,0,0,0,0,0,0,0,0,0,0,0,TOX7577,CC(CO)(CO)C(=O)O,CC(CO)(CO)C(=O)O,,valid,CC(CO)(CO)C(=O)O,3.794272664,-32.04194986
0,0,0,0,0,0,0,0,0,0,0,0,TOX7579,OCCOCCOCCOCCOCCO,OCCOCCOCCOCCOCCO,,valid,OCCOCCOCCOCCOCCO,10.199501077163,-56.95541687
0,0,0,0,0,0,0,0,0,0,0,0,TOX24471,COC(=O)c1cccnc1,COC(=O)c1cccnc1,c1ccncc1,train,COC(=O)c1cccnc1,2.206122324,-29.58391801
0,0,0,0,0,0,,,,,0,0,TOX26009,CC1=C2N=C(C=C3N=C(C(C)=C4N([Co+]C[C@H]5O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]5O)C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])O[C@@H]4[C@@H](CO)O[C@H](n5cnc6cc(C)c(C)cc65)[C@@H]4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,CC1=C2N=C(C=C3N=C(C(C)=C4[N]([Co+][CH2][C@H]5O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]5O)C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])O[C@H]4[C@@H](O)[C@@H](n5cnc6cc(C)c(C)cc65)O[C@@H]4CO)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,O=C(CCC1CC2C3CCC(=N3)C=C3CCC(=N3)C=C3CCC(=N3)C=C1[N]2[Co+][CH2]C1CCC(n2cnc3cncnc32)O1)NCCO[PH](=O)OC1COC(n2cnc3ccccc32)C1,train,CC1=C2N=C(C=C3N=C(C(C)=C4[N]([Co+][CH2][C@H]5O[C@@H](n6cnc7c(N)ncnc76)[C@H](O)[C@@H]5O)C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)([O-])O[C@H]4[C@@H](O)[C@@H](n5cnc6cc(C)c(C)cc65)O[C@@H]4CO)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,,
0,,,,,0,1,,,,1,1,TOX26008,CC(C)C[C@@H]1NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCN)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccccc2)NC1=O,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,O=C1CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)CN1,train,CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,2.229122042,-251.1950726
0,0,0,0,0,0,0,0,0,0,0,0,TOX26007,CNCc1ccccc1,CNCc1ccccc1,c1ccccc1,train,CNCc1ccccc1,3.674495712,-25.62830588
